Asia,6467500000,6790405,3348072094170,2700955201,260
North_America,7753900000,1361901,3776579380390,2235695875,333
Europe,2042700000,407051,955745650900,653460376,99
South_America,1773600000,190610,806132248499,547900375,81
Australia_and_Oceania,167500000,7191,72027285865,29045226,9
